timestamp,usage_kwh,temperature,is_weekend,anomaly
2023-01-01 00:00:00,0.509642971699522,21.165561867580813,1,0
2023-01-01 01:00:00,0.6313300288012982,17.948373325464505,1,0
2023-01-01 02:00:00,0.811620034579627,23.33055919257313,1,0
2023-01-01 03:00:00,0.5605717459339965,19.01037729351132,1,0
2023-01-01 04:00:00,0.5199417982361517,20.656058104690416,1,0
2023-01-01 05:00:00,0.7266628589345507,21.805023723461,1,0
2023-01-01 06:00:00,0.7937762738816431,18.356085410515924,1,0
2023-01-01 07:00:00,0.9162133729054021,18.913183639709846,1,0
2023-01-01 08:00:00,0.9472093182346948,19.083368112507983,1,0
2023-01-01 09:00:00,1.0623414392736439,18.971625861346524,1,0
2023-01-01 10:00:00,1.155549496650823,18.968720337099555,1,0
2023-01-01 11:00:00,1.079017759383377,19.104835953873373,1,0
2023-01-01 12:00:00,1.1206801560779212,21.817223385764724,1,0
2023-01-01 13:00:00,1.622335698567159,25.728759644663228,1,0
2023-01-01 14:00:00,1.1332827073497471,21.64906672154917,1,0
2023-01-01 15:00:00,1.0175710360963066,18.15396287582813,1,0
2023-01-01 16:00:00,0.9777705093470686,19.25085601963877,1,0
2023-01-01 17:00:00,0.9932642624426361,17.911028952195213,1,0
2023-01-01 18:00:00,3.0218100529923073,18.81828956094643,1,1
2023-01-01 19:00:00,0.8561839985090678,21.96079822177587,1,0
2023-01-01 20:00:00,0.6851695296961322,18.49369851511307,1,0
2023-01-01 21:00:00,0.8272676161869387,17.15582698246338,1,0
2023-01-01 22:00:00,0.584435686306006,17.95946361354629,1,0
2023-01-01 23:00:00,0.6092227613316483,21.841724400019203,1,0
2023-01-02 00:00:00,0.2744928289020163,21.067488166322725,0,0
2023-01-02 01:00:00,0.5606397769123859,23.335084621994405,0,0
2023-01-02 02:00:00,0.7708149132786329,15.104725908047968,0,0
2023-01-02 03:00:00,0.5893210266065415,17.506715199044653,0,0
2023-01-02 04:00:00,0.377368394520344,19.904872340552433,0,0
2023-01-02 05:00:00,0.5829699047746435,18.765699458831616,0,0
2023-01-02 06:00:00,0.6021892567766651,18.72722891044108,0,0
2023-01-02 07:00:00,0.7702663241050645,21.34711277927707,0,0
2023-01-02 08:00:00,0.7471938007863297,19.28469570869338,0,0
2023-01-02 09:00:00,1.0297037373864066,23.08794038332701,0,0
2023-01-02 10:00:00,0.849413520958168,18.94010992847275,0,0
2023-01-02 11:00:00,1.0643484499960965,22.89168335650657,0,0
2023-01-02 12:00:00,0.8237149462824805,20.354443029512378,0,0
2023-01-02 13:00:00,0.8200025837565365,19.55318321306687,0,0
